explicit,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,track_genre
0.0,0.776,0.477,0.0308,0.592,0.000184,0.105,0.774,4.0,102
1.0,0.551,0.561,0.0559,0.509,0.367,0.369,0.207,4.0,103
0.0,0.813,0.415,0.0349,0.777,0.0,0.131,0.667,4.0,103
0.0,0.603,0.67,0.0249,0.00408,1.68e-06,0.112,0.446,4.0,103
0.0,0.604,0.366,0.0282,0.578,0.0,0.133,0.13,4.0,103
1.0,0.767,0.593,0.0413,0.0324,4.5e-06,0.0878,0.579,4.0,103
0.0,0.556,0.319,0.0281,0.893,0.0,0.0996,0.294,4.0,103
0.0,0.813,0.415,0.0349,0.777,0.0,0.131,0.667,4.0,103
0.0,0.422,0.264,0.0322,0.922,0.0,0.132,0.331,4.0,103
0.0,0.566,0.885,0.0818,0.0958,9.97e-05,0.334,0.304,4.0,103
1.0,0.73,0.769,0.0298,0.138,0.0,0.0473,0.507,4.0,103
0.0,0.427,0.647,0.0353,0.102,2.13e-06,0.133,0.298,4.0,104
0.0,0.795,0.854,0.0444,0.162,1.21e-06,0.0923,0.549,4.0,104
0.0,0.795,0.854,0.0444,0.162,1.21e-06,0.0923,0.549,4.0,104
0.0,0.48,0.572,0.0412,0.169,0.0,0.0711,0.452,4.0,104
0.0,0.795,0.854,0.0444,0.162,1.21e-06,0.0923,0.549,4.0,104
0.0,0.796,0.646,0.158,0.0744,0.0,0.127,0.663,4.0,104
0.0,0.394,0.508,0.0326,0.795,3.87e-06,0.0627,0.167,4.0,104
0.0,0.559,0.472,0.0299,0.583,0.0,0.146,0.305,4.0,104
0.0,0.781,0.645,0.0399,0.0903,1.58e-06,0.226,0.803,4.0,104
0.0,0.795,0.854,0.0444,0.162,1.21e-06,0.0923,0.549,4.0,104
0.0,0.657,0.717,0.199,0.751,0.878,0.174,0.401,4.0,105
0.0,0.67,0.371,0.141,0.57,0.891,0.127,0.1,3.0,105
0.0,0.736,0.41,0.0528,0.0361,0.854,0.38,0.587,3.0,105
0.0,0.797,0.263,0.106,0.576,0.786,0.918,0.379,4.0,105
0.0,0.496,0.198,0.323,0.947,0.885,0.0933,0.341,4.0,105
0.0,0.689,0.362,0.04,0.825,0.454,0.113,0.564,4.0,105
0.0,0.733,0.301,0.12,0.919,0.784,0.368,0.744,4.0,105
0.0,0.737,0.161,0.11,0.909,0.941,0.121,0.169,4.0,105
0.0,0.704,0.329,0.0636,0.4,0.828,0.124,0.597,4.0,105
0.0,0.726,0.369,0.049,0.841,0.84,0.138,0.726,4.0,105
1.0,0.789,0.534,0.0709,0.323,3.42e-06,0.0645,0.631,4.0,106
0.0,0.733,0.65,0.0315,0.0703,6.59e-05,0.0829,0.348,4.0,106
0.0,0.694,0.712,0.046,0.132,0.0,0.211,0.799,4.0,106
0.0,0.749,0.491,0.0403,0.02,0.00899,0.159,0.536,4.0,106
1.0,0.797,0.44,0.0594,0.471,1.57e-06,0.0849,0.436,4.0,106
0.0,0.713,0.452,0.0295,0.841,0.0038,0.105,0.235,4.0,106
0.0,0.639,0.728,0.0301,0.0223,0.00384,0.68,0.0996,4.0,106
0.0,0.719,0.922,0.0338,0.523,0.000163,0.0867,0.964,4.0,106
0.0,0.479,0.609,0.133,0.499,0.0,0.144,0.74,3.0,106
1.0,0.499,0.596,0.143,0.261,0.0,0.109,0.446,5.0,106
0.0,0.733,0.65,0.0315,0.0703,6.59e-05,0.0829,0.348,4.0,107
0.0,0.645,0.795,0.0527,0.347,0.00389,0.104,0.535,4.0,107
0.0,0.733,0.65,0.0315,0.0703,6.59e-05,0.0829,0.348,4.0,107
1.0,0.736,0.761,0.0338,0.0966,0.0,0.0823,0.114,4.0,107
0.0,0.625,0.726,0.0444,0.0158,0.000169,0.0625,0.507,4.0,107
0.0,0.724,0.684,0.0342,0.00134,0.000441,0.151,0.163,4.0,107
0.0,0.735,0.478,0.0293,0.189,2.48e-06,0.355,0.947,4.0,107
0.0,0.816,0.8,0.0733,0.0283,6.03e-05,0.129,0.534,4.0,107
0.0,0.692,0.711,0.0317,0.225,0.0,0.12,0.875,4.0,107
0.0,0.62,0.573,0.0423,0.271,0.0,0.0607,0.897,4.0,107
0.0,0.525,0.412,0.06,0.996,0.00826,0.404,0.672,3.0,108
0.0,0.435,0.349,0.0598,0.875,0.0104,0.367,0.488,4.0,108
0.0,0.423,0.301,0.263,0.928,4.89e-06,0.212,0.389,3.0,108
0.0,0.479,0.218,0.0406,0.981,0.939,0.229,0.55,4.0,108
0.0,0.383,0.251,0.0442,0.826,0.0,0.115,0.14,4.0,108
0.0,0.678,0.173,0.05,0.992,0.00358,0.809,0.647,4.0,108
0.0,0.431,0.458,0.0592,0.961,4.42e-06,0.4,0.453,4.0,108
0.0,0.375,0.655,0.0608,0.924,0.0,0.2,0.469,3.0,108
0.0,0.434,0.628,0.36,0.815,0.0,0.862,0.51,3.0,108
0.0,0.713,0.415,0.0459,0.913,0.966,0.0786,0.793,4.0,108
1.0,0.658,0.671,0.0363,0.0933,0.000927,0.115,0.166,4.0,109
0.0,0.686,0.718,0.0431,0.00637,0.000703,0.119,0.557,4.0,109
0.0,0.631,0.644,0.0348,0.341,0.000411,0.0877,0.861,4.0,109
0.0,0.69,0.622,0.0622,0.253,0.0,0.116,0.544,4.0,109
1.0,0.693,0.564,0.0378,0.399,0.0,0.0409,0.574,3.0,109
0.0,0.826,0.401,0.117,0.0154,0.795,0.0999,0.0561,4.0,109
0.0,0.687,0.61,0.0499,0.351,0.0,0.175,0.649,4.0,109
0.0,0.753,0.657,0.0449,0.171,0.0,0.112,0.437,4.0,109
0.0,0.741,0.474,0.0383,0.0392,0.411,0.0946,0.174,4.0,109
0.0,0.718,0.926,0.0494,0.027,1.76e-05,0.0513,0.54,4.0,109
0.0,0.798,0.62,0.232,0.414,0.0192,0.112,0.235,4.0,110
0.0,0.592,0.911,0.0659,0.00608,0.0123,0.223,0.211,3.0,110
0.0,0.539,0.938,0.0639,0.00656,0.464,0.103,0.318,4.0,110
0.0,0.669,0.784,0.112,0.194,6.28e-06,0.115,0.517,4.0,110
1.0,0.77,0.787,0.0583,0.198,0.0,0.262,0.513,4.0,110
0.0,0.754,0.763,0.0435,0.0301,2.23e-05,0.0901,0.464,4.0,110
0.0,0.748,0.841,0.177,0.00445,1.33e-06,0.0413,0.717,4.0,110
0.0,0.555,0.948,0.132,0.00825,0.738,0.134,0.101,4.0,110
0.0,0.614,0.755,0.0584,0.00819,0.652,0.268,0.182,4.0,110
0.0,0.748,0.841,0.177,0.00445,1.33e-06,0.0413,0.717,4.0,110
0.0,0.51,0.434,0.0361,0.177,0.516,0.0603,0.207,4.0,111
1.0,0.617,0.696,0.0951,0.181,0.000316,0.0714,0.714,4.0,111
0.0,0.392,0.802,0.0418,0.076,0.00908,0.0925,0.101,4.0,111
0.0,0.641,0.943,0.264,0.0351,0.000259,0.328,0.718,4.0,111
0.0,0.529,0.623,0.0367,0.0597,0.187,0.084,0.735,4.0,111
1.0,0.616,0.717,0.11,0.194,9.81e-05,0.0731,0.72,4.0,111
0.0,0.529,0.739,0.0718,0.0237,0.607,0.171,0.138,4.0,111
0.0,0.655,0.499,0.0433,0.569,0.763,0.111,0.255,4.0,111
0.0,0.699,0.909,0.236,0.13,0.000195,0.34,0.691,4.0,111
0.0,0.598,0.964,0.0523,0.0444,0.654,0.234,0.115,4.0,111
0.0,0.598,0.439,0.0429,0.0879,0.868,0.103,0.0673,4.0,112
1.0,0.802,0.592,0.12,0.629,0.0058,0.09,0.665,4.0,112
0.0,0.59,0.46,0.0271,0.0396,0.121,0.134,0.0392,4.0,112
0.0,0.58,0.525,0.0363,0.00695,0.0509,0.0759,0.0925,4.0,112
1.0,0.795,0.874,0.0506,0.0812,0.0906,0.065,0.2,4.0,112
1.0,0.966,0.582,0.0837,0.138,1.92e-05,0.112,0.186,4.0,112
0.0,0.42,0.681,0.176,0.0768,0.00016,0.171,0.0898,4.0,112
1.0,0.802,0.592,0.12,0.629,0.0058,0.09,0.665,4.0,112
0.0,0.771,0.826,0.0604,0.142,0.03,0.145,0.185,4.0,112
0.0,0.629,0.679,0.0581,0.022,0.0518,0.371,0.0989,4.0,112
0.0,0.417,0.499,0.0296,0.212,0.0,0.112,0.144,4.0,113
0.0,0.431,0.485,0.0274,0.452,0.0,0.544,0.367,4.0,113
0.0,0.572,0.685,0.0356,0.0291,0.0,0.0963,0.232,4.0,113
0.0,0.37,0.119,0.0392,0.953,1.97e-06,0.099,0.183,4.0,113
0.0,0.468,0.655,0.0296,0.0149,0.0,0.104,0.222,4.0,113
0.0,0.509,0.778,0.0295,0.00998,0.0,0.19,0.216,4.0,113
0.0,0.378,0.596,0.0323,0.0182,1.14e-05,0.144,0.172,3.0,113
0.0,0.377,0.644,0.0404,0.0041,0.0,0.089,0.299,3.0,113
0.0,0.597,0.417,0.0502,0.395,8.35e-06,0.128,0.263,4.0,113
0.0,0.379,0.489,0.0281,0.293,8.83e-06,0.721,0.0871,4.0,113
